Breed,Class Name,Entries
Bulldog,Class 2331.  Post Graduate Dog,9
Bulldog,Class 2332.  Open Dog,16
Bulldog,Class 2333.  Good Citizen Dog Scheme Dog,2
Bulldog,Class 2334.  Puppy Bitch,2
Bulldog,Class 2335.  Junior Bitch,5
Bulldog,Class 2336.  Post Graduate Bitch,11
Bulldog,Class 2337.  Open Bitch,14
Bulldog,Class 2338.  Good Citizen Dog Scheme Bitch,4
Bulldog,Class 2737.  Veteran Dog,7
Bulldog,Class 2738.  Minor Puppy Dog,1
Bulldog,Class 2739.  Puppy Dog,1
Bulldog,Class 2740.  Junior Dog,5
Bulldog,Class 2741.  Yearling Dog,5
Bulldog,Class 2742.  Post Graduate Dog,2
Bulldog,Class 2743.  Limit Dog,3
Bulldog,Class 2744.  Open Dog,18
Bulldog,Class 2745.  Good Citizen Dog Scheme Dog,0
Bulldog,Class 2746.  Veteran Bitch,5
Bulldog,Class 2747.  Minor Puppy Bitch,2
Bulldog,Class 2748.  Puppy Bitch,4
Bulldog,Class 2749.  Junior Bitch,8
Bulldog,Class 2750.  Yearling Bitch,6
Bulldog,Class 2751.  Post Graduate Bitch,6
Bulldog,Class 2752.  Limit Bitch,5
Bulldog,Class 2753.  Open Bitch,11
Bulldog,Class 2754.  Good Citizen Dog Scheme Bitch,0
Bulldog,Class 802.  Puppy Dog,0
Bulldog,Class 803.  Junior Dog,3
Bulldog,Class 804.  Post Graduate Dog,7
Bulldog,Class 805.  Limit Dog,4
Bulldog,Class 806.  Open Dog,10
Bulldog,Class 807.  Good Citizen Dog Scheme Dog,0
Bulldog,Class 808.  Puppy Bitch,5
Bulldog,Class 809.  Junior Bitch,7
Bulldog,Class 810.  Post Graduate Bitch,7
Bulldog,Class 811.  Limit Bitch,9
Bulldog,Class 812.  Open Bitch,9
Bulldog,Class 813.  Good Citizen Dog Scheme Bitch,0
Bulldog,Class 33.  Veteran Dog,5
Bulldog,Class 34.  Minor Puppy Dog,4
Bulldog,Class 35.  Puppy Dog,10
Bulldog,Class 36.  Junior Dog,5
Bulldog,Class 37.  Yearling Dog,9
Bulldog,Class 38.  Graduate Dog,11
Bulldog,Class 39.  Post Graduate Dog,11
Bulldog,Class 40.  Mid Limit Dog,7
Bulldog,Class 41.  Limit Dog,8
Bulldog,Class 42.  Open Dog,23
Bulldog,Class 43.  Good Citizen Dog Scheme Dog,0
Bulldog,Class 44.  Veteran Bitch,10
Bulldog,Class 45.  Minor Puppy Bitch,3
Bulldog,Class 46.  Puppy Bitch,11
Bulldog,Class 47.  Junior Bitch,13
Bulldog,Class 48.  Yearling Bitch,9
Bulldog,Class 49.  Graduate Bitch,8
Bulldog,Class 50.  Post Graduate Bitch,14
Bulldog,Class 51.  Mid Limit Bitch,6
Bulldog,Class 52.  Limit Bitch,5
Bulldog,Class 53.  Open Bitch,24
Bulldog,Class 54.  Good Citizen Dog Scheme Bitch,1
Canaan Dog,Class 1464.  For Gamekeepers,10
Canaan Dog,Class 1465.  For Working Gundogs - Best Dog Dog,12
Canaan Dog,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Canaan Dog,Class 1467.  For Gamekeepers,2
Canaan Dog,Class 1468.  For Working Gundogs - Best Dog Dog,5
Canaan Dog,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Canaan Dog,Class 1470.  For Gamekeepers,7
Canaan Dog,Class 1471.  For Working Gundogs - Best Dog Dog,11
Canaan Dog,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Canaan Dog,Class 1473.  For Gamekeepers,12
Canaan Dog,Class 1474.  For Working Gundogs - Best Dog Dog,48
Canaan Dog,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Canaan Dog,Class 1476.  For Gamekeepers,11
Canaan Dog,Class 1477.  For Working Gundogs - Best Dog Dog,21
Canaan Dog,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Canaan Dog,Class 1479.  Gamekeeper Team,29
Canaan Dog,Class 1480.  Class restricted to Retired Gamekeepers,5
Canaan Dog,Class 1481.  Working Gundog Team,45
Canaan Dog,Class 1482.  Best Young Handler under 14 years,15
Canaan Dog,Class 1483.  Best Young Handler 14-18 years,2
Canaan Dog,Class 3252.  Puppy Dog,1
Canaan Dog,Class 3253.  Junior Dog,2
Canaan Dog,Class 3254.  Post Graduate Dog,3
Canaan Dog,Class 3255.  Limit Dog,4
Canaan Dog,Class 3256.  Open Dog,9
Canaan Dog,Class 3257.  Good Citizen Dog Scheme Dog,3
Canaan Dog,Class 3258.  Puppy Bitch,0
Canaan Dog,Class 3259.  Junior Bitch,6
Canaan Dog,Class 3260.  Post Graduate Bitch,8
Canaan Dog,Class 3261.  Limit Bitch,5
Canaan Dog,Class 3262.  Open Bitch,10
Canaan Dog,Class 3263.  Good Citizen Dog Scheme Bitch,3
Canaan Dog,Class 2329.  Puppy Dog,0
Canaan Dog,Class 2330.  Junior Dog,5
Canaan Dog,Class 2331.  Post Graduate Dog,9
Canaan Dog,Class 2332.  Open Dog,16
Canaan Dog,Class 2333.  Good Citizen Dog Scheme Dog,2
Canaan Dog,Class 2334.  Puppy Bitch,2
Canaan Dog,Class 2335.  Junior Bitch,5
Canaan Dog,Class 2336.  Post Graduate Bitch,11
Canaan Dog,Class 2337.  Open Bitch,14
Canaan Dog,Class 2338.  Good Citizen Dog Scheme Bitch,4
Canaan Dog,Class 2737.  Veteran Dog,7
Canaan Dog,Class 2738.  Minor Puppy Dog,1
Canaan Dog,Class 2739.  Puppy Dog,1
Canaan Dog,Class 2740.  Junior Dog,5
Canaan Dog,Class 2741.  Yearling Dog,5
Canaan Dog,Class 2742.  Post Graduate Dog,2
Canaan Dog,Class 2743.  Limit Dog,3
Canaan Dog,Class 2744.  Open Dog,18
Canaan Dog,Class 2745.  Good Citizen Dog Scheme Dog,0
Canaan Dog,Class 2746.  Veteran Bitch,5
Canaan Dog,Class 2747.  Minor Puppy Bitch,2
Canaan Dog,Class 2748.  Puppy Bitch,4
Canaan Dog,Class 2749.  Junior Bitch,8
Canaan Dog,Class 2750.  Yearling Bitch,6
Canaan Dog,Class 2751.  Post Graduate Bitch,6
Canaan Dog,Class 2752.  Limit Bitch,5
Canaan Dog,Class 2753.  Open Bitch,11
Canaan Dog,Class 2754.  Good Citizen Dog Scheme Bitch,0
Canaan Dog,Class 802.  Puppy Dog,0
Canaan Dog,Class 803.  Junior Dog,3
Canaan Dog,Class 804.  Post Graduate Dog,7
Canaan Dog,Class 805.  Limit Dog,4
Canaan Dog,Class 806.  Open Dog,10
Canaan Dog,Class 807.  Good Citizen Dog Scheme Dog,0
Canaan Dog,Class 808.  Puppy Bitch,5
Canaan Dog,Class 809.  Junior Bitch,7
Canaan Dog,Class 810.  Post Graduate Bitch,7
Canaan Dog,Class 811.  Limit Bitch,9
Canaan Dog,Class 812.  Open Bitch,9
Canaan Dog,Class 813.  Good Citizen Dog Scheme Bitch,0
Canaan Dog,Class 55.  Puppy Dog,0
Canaan Dog,Class 56.  Junior Dog,1
Canaan Dog,Class 57.  Post Graduate Dog,0
Canaan Dog,Class 58.  Open Dog,2
Canaan Dog,Class 59.  Good Citizen Dog Scheme Dog,0
Canaan Dog,Class 60.  Puppy Bitch,0
Canaan Dog,Class 61.  Junior Bitch,0
Canaan Dog,Class 62.  Post Graduate Bitch,1
Canaan Dog,Class 63.  Open Bitch,1
Canaan Dog,Class 64.  Good Citizen Dog Scheme Bitch,0
Chow Chow,Class 1464.  For Gamekeepers,10
Chow Chow,Class 1465.  For Working Gundogs - Best Dog Dog,12
Chow Chow,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Chow Chow,Class 1467.  For Gamekeepers,2
Chow Chow,Class 1468.  For Working Gundogs - Best Dog Dog,5
Chow Chow,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Chow Chow,Class 1470.  For Gamekeepers,7
Chow Chow,Class 1471.  For Working Gundogs - Best Dog Dog,11
Chow Chow,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Chow Chow,Class 1473.  For Gamekeepers,12
Chow Chow,Class 1474.  For Working Gundogs - Best Dog Dog,48
Chow Chow,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Chow Chow,Class 1476.  For Gamekeepers,11
Chow Chow,Class 1477.  For Working Gundogs - Best Dog Dog,21
Chow Chow,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Chow Chow,Class 1479.  Gamekeeper Team,29
Chow Chow,Class 1480.  Class restricted to Retired Gamekeepers,5
Chow Chow,Class 1481.  Working Gundog Team,45
Chow Chow,Class 1482.  Best Young Handler under 14 years,15
Chow Chow,Class 1483.  Best Young Handler 14-18 years,2
Chow Chow,Class 3252.  Puppy Dog,1
Chow Chow,Class 3253.  Junior Dog,2
Chow Chow,Class 3254.  Post Graduate Dog,3
Chow Chow,Class 3255.  Limit Dog,4
Chow Chow,Class 3256.  Open Dog,9
Chow Chow,Class 3257.  Good Citizen Dog Scheme Dog,3
Chow Chow,Class 3258.  Puppy Bitch,0
Chow Chow,Class 3259.  Junior Bitch,6
Chow Chow,Class 3260.  Post Graduate Bitch,8
Chow Chow,Class 3261.  Limit Bitch,5
Chow Chow,Class 3262.  Open Bitch,10
Chow Chow,Class 3263.  Good Citizen Dog Scheme Bitch,3
Chow Chow,Class 2329.  Puppy Dog,0
Chow Chow,Class 2330.  Junior Dog,5
Chow Chow,Class 2331.  Post Graduate Dog,9
Chow Chow,Class 2332.  Open Dog,16
Chow Chow,Class 2333.  Good Citizen Dog Scheme Dog,2
Chow Chow,Class 2334.  Puppy Bitch,2
Chow Chow,Class 2335.  Junior Bitch,5
Chow Chow,Class 2336.  Post Graduate Bitch,11
Chow Chow,Class 2337.  Open Bitch,14
Chow Chow,Class 2338.  Good Citizen Dog Scheme Bitch,4
Chow Chow,Class 2737.  Veteran Dog,7
Chow Chow,Class 2738.  Minor Puppy Dog,1
Chow Chow,Class 2739.  Puppy Dog,1
Chow Chow,Class 2740.  Junior Dog,5
Chow Chow,Class 2741.  Yearling Dog,5
Chow Chow,Class 2742.  Post Graduate Dog,2
Chow Chow,Class 2743.  Limit Dog,3
Chow Chow,Class 2744.  Open Dog,18
Chow Chow,Class 2745.  Good Citizen Dog Scheme Dog,0
Chow Chow,Class 2746.  Veteran Bitch,5
Chow Chow,Class 2747.  Minor Puppy Bitch,2
Chow Chow,Class 2748.  Puppy Bitch,4
Chow Chow,Class 2749.  Junior Bitch,8
Chow Chow,Class 2750.  Yearling Bitch,6
Chow Chow,Class 2751.  Post Graduate Bitch,6
Chow Chow,Class 2752.  Limit Bitch,5
Chow Chow,Class 2753.  Open Bitch,11
Chow Chow,Class 2754.  Good Citizen Dog Scheme Bitch,0
Chow Chow,Class 802.  Puppy Dog,0
Chow Chow,Class 803.  Junior Dog,3
Chow Chow,Class 804.  Post Graduate Dog,7
Chow Chow,Class 805.  Limit Dog,4
Chow Chow,Class 806.  Open Dog,10
Chow Chow,Class 807.  Good Citizen Dog Scheme Dog,0
Chow Chow,Class 808.  Puppy Bitch,5
Chow Chow,Class 809.  Junior Bitch,7
Chow Chow,Class 810.  Post Graduate Bitch,7
Chow Chow,Class 811.  Limit Bitch,9
Chow Chow,Class 812.  Open Bitch,9
Chow Chow,Class 813.  Good Citizen Dog Scheme Bitch,0
Chow Chow,Class 65.  Veteran Dog,6
Chow Chow,Class 66.  Puppy Dog,2
Chow Chow,Class 67.  Junior Dog,5
Chow Chow,Class 68.  Post Graduate Dog,8
Chow Chow,Class 69.  Limit Dog,11
Chow Chow,Class 70.  Open Dog,16
Chow Chow,Class 71.  Good Citizen Dog Scheme Dog,0
Chow Chow,Class 72.  Veteran Bitch,3
Chow Chow,Class 73.  Puppy Bitch,5
Chow Chow,Class 74.  Junior Bitch,11
Chow Chow,Class 75.  Post Graduate Bitch,8
Chow Chow,Class 76.  Limit Bitch,9
Chow Chow,Class 77.  Open Bitch,14
Chow Chow,Class 78.  Good Citizen Dog Scheme Bitch,2
Dalmatian,Class 1464.  For Gamekeepers,10
Dalmatian,Class 1465.  For Working Gundogs - Best Dog Dog,12
Dalmatian,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Dalmatian,Class 1467.  For Gamekeepers,2
Dalmatian,Class 1468.  For Working Gundogs - Best Dog Dog,5
Dalmatian,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Dalmatian,Class 1470.  For Gamekeepers,7
Dalmatian,Class 1471.  For Working Gundogs - Best Dog Dog,11
Dalmatian,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Dalmatian,Class 1473.  For Gamekeepers,12
Dalmatian,Class 1474.  For Working Gundogs - Best Dog Dog,48
Dalmatian,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Dalmatian,Class 1476.  For Gamekeepers,11
Dalmatian,Class 1477.  For Working Gundogs - Best Dog Dog,21
Dalmatian,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Dalmatian,Class 1479.  Gamekeeper Team,29
Dalmatian,Class 1480.  Class restricted to Retired Gamekeepers,5
Dalmatian,Class 1481.  Working Gundog Team,45
Dalmatian,Class 1482.  Best Young Handler under 14 years,15
Dalmatian,Class 1483.  Best Young Handler 14-18 years,2
Dalmatian,Class 3252.  Puppy Dog,1
Dalmatian,Class 3253.  Junior Dog,2
Dalmatian,Class 3254.  Post Graduate Dog,3
Dalmatian,Class 3255.  Limit Dog,4
Dalmatian,Class 3256.  Open Dog,9
Dalmatian,Class 3257.  Good Citizen Dog Scheme Dog,3
Dalmatian,Class 3258.  Puppy Bitch,0
Dalmatian,Class 3259.  Junior Bitch,6
Dalmatian,Class 3260.  Post Graduate Bitch,8
Dalmatian,Class 3261.  Limit Bitch,5
Dalmatian,Class 3262.  Open Bitch,10
Dalmatian,Class 3263.  Good Citizen Dog Scheme Bitch,3
Dalmatian,Class 2329.  Puppy Dog,0
Dalmatian,Class 2330.  Junior Dog,5
Dalmatian,Class 2331.  Post Graduate Dog,9
Dalmatian,Class 2332.  Open Dog,16
Dalmatian,Class 2333.  Good Citizen Dog Scheme Dog,2
Dalmatian,Class 2334.  Puppy Bitch,2
Dalmatian,Class 2335.  Junior Bitch,5
Dalmatian,Class 2336.  Post Graduate Bitch,11
Dalmatian,Class 2337.  Open Bitch,14
Dalmatian,Class 2338.  Good Citizen Dog Scheme Bitch,4
Dalmatian,Class 2737.  Veteran Dog,7
Dalmatian,Class 2738.  Minor Puppy Dog,1
Dalmatian,Class 2739.  Puppy Dog,1
Dalmatian,Class 2740.  Junior Dog,5
Dalmatian,Class 2741.  Yearling Dog,5
Dalmatian,Class 2742.  Post Graduate Dog,2
Dalmatian,Class 2743.  Limit Dog,3
Dalmatian,Class 2744.  Open Dog,18
Dalmatian,Class 2745.  Good Citizen Dog Scheme Dog,0
Dalmatian,Class 2746.  Veteran Bitch,5
Dalmatian,Class 2747.  Minor Puppy Bitch,2
Dalmatian,Class 2748.  Puppy Bitch,4
Dalmatian,Class 2749.  Junior Bitch,8
Dalmatian,Class 2750.  Yearling Bitch,6
Dalmatian,Class 2751.  Post Graduate Bitch,6
Dalmatian,Class 2752.  Limit Bitch,5
Dalmatian,Class 2753.  Open Bitch,11
Dalmatian,Class 2754.  Good Citizen Dog Scheme Bitch,0
Dalmatian,Class 802.  Puppy Dog,0
Dalmatian,Class 803.  Junior Dog,3
Dalmatian,Class 804.  Post Graduate Dog,7
Dalmatian,Class 805.  Limit Dog,4
Dalmatian,Class 806.  Open Dog,10
Dalmatian,Class 807.  Good Citizen Dog Scheme Dog,0
Dalmatian,Class 808.  Puppy Bitch,5
Dalmatian,Class 809.  Junior Bitch,7
Dalmatian,Class 810.  Post Graduate Bitch,7
Dalmatian,Class 811.  Limit Bitch,9
Dalmatian,Class 812.  Open Bitch,9
Dalmatian,Class 813.  Good Citizen Dog Scheme Bitch,0
Dalmatian,Class 79.  Veteran Dog,4
Dalmatian,Class 80.  Minor Puppy Dog,0
Dalmatian,Class 81.  Puppy Dog,6
Dalmatian,Class 82.  Junior Dog,16
Dalmatian,Class 83.  Yearling Dog,8
Dalmatian,Class 84.  Post Graduate Dog,24
Dalmatian,Class 85.  Limit Dog,18
Dalmatian,Class 86.  Open Dog,15
Dalmatian,Class 87.  Good Citizen Dog Scheme Dog,8
Dalmatian,Class 88.  Veteran Bitch,18
Dalmatian,Class 89.  Minor Puppy Bitch,1
Dalmatian,Class 90.  Puppy Bitch,14
Dalmatian,Class 91.  Junior Bitch,17
Dalmatian,Class 92.  Yearling Bitch,8
Dalmatian,Class 93.  Post Graduate Bitch,29
Dalmatian,Class 94.  Limit Bitch,25
Dalmatian,Class 95.  Open Bitch,21
Dalmatian,Class 96.  Good Citizen Dog Scheme Bitch,16
Eurasier,Class 1464.  For Gamekeepers,10
Eurasier,Class 1465.  For Working Gundogs - Best Dog Dog,12
Eurasier,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Eurasier,Class 1467.  For Gamekeepers,2
Eurasier,Class 1468.  For Working Gundogs - Best Dog Dog,5
Eurasier,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Eurasier,Class 1470.  For Gamekeepers,7
Eurasier,Class 1471.  For Working Gundogs - Best Dog Dog,11
Eurasier,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Eurasier,Class 1473.  For Gamekeepers,12
Eurasier,Class 1474.  For Working Gundogs - Best Dog Dog,48
Eurasier,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Eurasier,Class 1476.  For Gamekeepers,11
Eurasier,Class 1477.  For Working Gundogs - Best Dog Dog,21
Eurasier,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Eurasier,Class 1479.  Gamekeeper Team,29
Eurasier,Class 1480.  Class restricted to Retired Gamekeepers,5
Eurasier,Class 1481.  Working Gundog Team,45
Eurasier,Class 1482.  Best Young Handler under 14 years,15
Eurasier,Class 1483.  Best Young Handler 14-18 years,2
Eurasier,Class 3252.  Puppy Dog,1
Eurasier,Class 3253.  Junior Dog,2
Eurasier,Class 3254.  Post Graduate Dog,3
Eurasier,Class 3255.  Limit Dog,4
Eurasier,Class 3256.  Open Dog,9
Eurasier,Class 3257.  Good Citizen Dog Scheme Dog,3
Eurasier,Class 3258.  Puppy Bitch,0
Eurasier,Class 3259.  Junior Bitch,6
Eurasier,Class 3260.  Post Graduate Bitch,8
Eurasier,Class 3261.  Limit Bitch,5
Eurasier,Class 3262.  Open Bitch,10
Eurasier,Class 3263.  Good Citizen Dog Scheme Bitch,3
Eurasier,Class 2329.  Puppy Dog,0
Eurasier,Class 2330.  Junior Dog,5
Eurasier,Class 2331.  Post Graduate Dog,9
Eurasier,Class 2332.  Open Dog,16
Eurasier,Class 2333.  Good Citizen Dog Scheme Dog,2
Eurasier,Class 2334.  Puppy Bitch,2
Eurasier,Class 2335.  Junior Bitch,5
Eurasier,Class 2336.  Post Graduate Bitch,11
Eurasier,Class 2337.  Open Bitch,14
Eurasier,Class 2338.  Good Citizen Dog Scheme Bitch,4
Eurasier,Class 2737.  Veteran Dog,7
Eurasier,Class 2738.  Minor Puppy Dog,1
Eurasier,Class 2739.  Puppy Dog,1
Eurasier,Class 2740.  Junior Dog,5
Eurasier,Class 2741.  Yearling Dog,5
Eurasier,Class 2742.  Post Graduate Dog,2
Eurasier,Class 2743.  Limit Dog,3
Eurasier,Class 2744.  Open Dog,18
Eurasier,Class 2745.  Good Citizen Dog Scheme Dog,0
Eurasier,Class 2746.  Veteran Bitch,5
Eurasier,Class 2747.  Minor Puppy Bitch,2
Eurasier,Class 2748.  Puppy Bitch,4
Eurasier,Class 2749.  Junior Bitch,8
Eurasier,Class 2750.  Yearling Bitch,6
Eurasier,Class 2751.  Post Graduate Bitch,6
Eurasier,Class 2752.  Limit Bitch,5
Eurasier,Class 2753.  Open Bitch,11
Eurasier,Class 2754.  Good Citizen Dog Scheme Bitch,0
Eurasier,Class 802.  Puppy Dog,0
Eurasier,Class 803.  Junior Dog,3
Eurasier,Class 804.  Post Graduate Dog,7
Eurasier,Class 805.  Limit Dog,4
Eurasier,Class 806.  Open Dog,10
Eurasier,Class 807.  Good Citizen Dog Scheme Dog,0
Eurasier,Class 808.  Puppy Bitch,5
Eurasier,Class 809.  Junior Bitch,7
Eurasier,Class 810.  Post Graduate Bitch,7
Eurasier,Class 811.  Limit Bitch,9
Eurasier,Class 812.  Open Bitch,9
Eurasier,Class 813.  Good Citizen Dog Scheme Bitch,0
Eurasier,Class 97.  Veteran Dog,0
Eurasier,Class 98.  Puppy Dog,0
Eurasier,Class 99.  Junior Dog,1
Eurasier,Class 100.  Post Graduate Dog,6
Eurasier,Class 101.  Open Dog,6
Eurasier,Class 102.  Good Citizen Dog Scheme Dog,4
Eurasier,Class 103.  Veteran Bitch,3
Eurasier,Class 104.  Puppy Bitch,1
Eurasier,Class 105.  Junior Bitch,2
Eurasier,Class 106.  Post Graduate Bitch,5
Eurasier,Class 107.  Open Bitch,6
Eurasier,Class 108.  Good Citizen Dog Scheme Bitch,3
French Bulldog,Class 1464.  For Gamekeepers,10
French Bulldog,Class 1465.  For Working Gundogs - Best Dog Dog,12
French Bulldog,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
French Bulldog,Class 1467.  For Gamekeepers,2
French Bulldog,Class 1468.  For Working Gundogs - Best Dog Dog,5
French Bulldog,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
French Bulldog,Class 1470.  For Gamekeepers,7
French Bulldog,Class 1471.  For Working Gundogs - Best Dog Dog,11
French Bulldog,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
French Bulldog,Class 1473.  For Gamekeepers,12
French Bulldog,Class 1474.  For Working Gundogs - Best Dog Dog,48
French Bulldog,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
French Bulldog,Class 1476.  For Gamekeepers,11
French Bulldog,Class 1477.  For Working Gundogs - Best Dog Dog,21
French Bulldog,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
French Bulldog,Class 1479.  Gamekeeper Team,29
French Bulldog,Class 1480.  Class restricted to Retired Gamekeepers,5
French Bulldog,Class 1481.  Working Gundog Team,45
French Bulldog,Class 1482.  Best Young Handler under 14 years,15
French Bulldog,Class 1483.  Best Young Handler 14-18 years,2
French Bulldog,Class 3252.  Puppy Dog,1
French Bulldog,Class 3253.  Junior Dog,2
French Bulldog,Class 3254.  Post Graduate Dog,3
French Bulldog,Class 3255.  Limit Dog,4
French Bulldog,Class 3256.  Open Dog,9
French Bulldog,Class 3257.  Good Citizen Dog Scheme Dog,3
French Bulldog,Class 3258.  Puppy Bitch,0
French Bulldog,Class 3259.  Junior Bitch,6
French Bulldog,Class 3260.  Post Graduate Bitch,8
French Bulldog,Class 3261.  Limit Bitch,5
French Bulldog,Class 3262.  Open Bitch,10
French Bulldog,Class 3263.  Good Citizen Dog Scheme Bitch,3
French Bulldog,Class 2329.  Puppy Dog,0
French Bulldog,Class 2330.  Junior Dog,5
French Bulldog,Class 2331.  Post Graduate Dog,9
French Bulldog,Class 2332.  Open Dog,16
French Bulldog,Class 2333.  Good Citizen Dog Scheme Dog,2
French Bulldog,Class 2334.  Puppy Bitch,2
French Bulldog,Class 2335.  Junior Bitch,5
French Bulldog,Class 2336.  Post Graduate Bitch,11
French Bulldog,Class 2337.  Open Bitch,14
French Bulldog,Class 2338.  Good Citizen Dog Scheme Bitch,4
French Bulldog,Class 2737.  Veteran Dog,7
French Bulldog,Class 2738.  Minor Puppy Dog,1
French Bulldog,Class 2739.  Puppy Dog,1
